iter	Logloss
275	0.5868887217
276	0.5868551309
277	0.5868236744
278	0.5867944054
279	0.5867339905
280	0.5866870756
281	0.5866396823
282	0.5866009733
283	0.5865695459
284	0.5865412982
285	0.586505715
286	0.5864652908
287	0.5864396204
288	0.5864132654
289	0.5863911496
290	0.586359541
291	0.5863306863
292	0.5863019176
293	0.5862727719
294	0.5862439705
295	0.5862188825
296	0.586173704
297	0.5861496939
298	0.5861211719
299	0.5860963024
300	0.5860500308
301	0.5860195465
302	0.5859980415
303	0.5859663469
304	0.5859258658
305	0.5858849569
306	0.5858543644
307	0.5858055074
308	0.5857865742
309	0.5857625975
310	0.585726634
311	0.5856776487
312	0.5856546954
313	0.5856393047
314	0.5856050284
315	0.5855732872
316	0.5855518668
317	0.5855197349
318	0.5854948612
319	0.585458317
320	0.5854316284
321	0.5854008901
322	0.5853780347
323	0.585355484
324	0.5853116393
325	0.5852674818
326	0.5852364665
327	0.5852041416
328	0.5851787691
329	0.5851449504
330	0.5851053727
331	0.5850718184
332	0.5850347685
333	0.5850033349
334	0.5849789481
335	0.584942409
336	0.5849176161
337	0.5848767903
338	0.5848502088
339	0.5848108386
340	0.5847893523
341	0.5847633965
342	0.584722569
343	0.5846888568
344	0.5846712306
345	0.5846328838
346	0.5846073092
347	0.584575216
348	0.5845467805
349	0.5845271089
350	0.5844822514
351	0.584457595
352	0.5844305932
353	0.5843897581
354	0.5843695862
355	0.584338866
356	0.5842997134
357	0.5842627165
358	0.5842350169
359	0.5841996292
360	0.5841646172
361	0.5841437517
362	0.5841052557
363	0.5840898629
364	0.5840677154
365	0.5840425574
366	0.5840018762
367	0.5839700619
368	0.5839305502
369	0.5839013797
370	0.5838659448
371	0.5838504885
372	0.5838133032
373	0.5837884978
374	0.5837601227
375	0.5837404986
376	0.5837145312
377	0.5836812169
378	0.5836545373
379	0.5836282298
380	0.5836000134
381	0.5835709896
382	0.5835311748
383	0.5834855974
384	0.5834605082
385	0.583413307
386	0.5833854671
387	0.5833580938
388	0.5833309503
389	0.5833050731
390	0.5832773063
391	0.5832532274
392	0.5832164386
393	0.5831846376
394	0.5831515002
395	0.5831249591
396	0.5830979717
397	0.5830598055
398	0.5830037542
399	0.5829668826
400	0.5829306035
401	0.5828968743
402	0.5828696488
403	0.5828425924
404	0.5828061035
405	0.5827779472
406	0.5827588945
407	0.5827271785
408	0.5826963178
409	0.5826582341
410	0.5826303321
411	0.5825978338
412	0.5825694329
413	0.5825308567
414	0.5825091892
415	0.5824912764
416	0.5824644638
417	0.5824182122
418	0.5823826534
419	0.5823496838
420	0.5823202883
421	0.5822554668
422	0.582223485
423	0.5821950915
424	0.5821671933
425	0.5821372731
426	0.58210411
427	0.5820811851
428	0.5820340825
429	0.5820049925
430	0.5819905139
431	0.5819666867
432	0.5819479431
433	0.5819192317
434	0.5818830344
435	0.5818472538
436	0.5818202857
437	0.5817971101
438	0.5817643164
439	0.5817354156
440	0.5817209915
441	0.5816806125
442	0.5816387767
443	0.5816028019
444	0.581575708
445	0.5815442919
446	0.5815072378
447	0.5814842464
448	0.5814520858
449	0.581425056
450	0.5813899473
451	0.5813726162
452	0.5813470546
453	0.5813168193
454	0.5812714091
455	0.5812436764
456	0.5812126741
457	0.5811711666
458	0.5811356647
459	0.5811123016
460	0.5810890085
461	0.5810466197
462	0.5810079008
463	0.5809625306
464	0.5809454098
465	0.5809138912
466	0.5808730204
467	0.5808551758
468	0.5808231618
469	0.5807949306
470	0.5807654299
471	0.580752315
472	0.580726716
473	0.5806876183
474	0.5806616312
475	0.5806300957
476	0.5805953807
477	0.5805682014
478	0.5805373016
479	0.5805139471
480	0.5804925077
481	0.5804719821
482	0.5804544813
483	0.5804150883
484	0.5804013878
485	0.5803857134
486	0.5803601673
487	0.580334067
488	0.5803009909
489	0.5802831443
490	0.5802527491
491	0.5802210863
492	0.5801854223
493	0.5801555719
494	0.5801387604
495	0.5800982419
496	0.5800707886
497	0.5800493641
498	0.5800229505
499	0.5799987011
500	0.5799859092
501	0.5799545038
502	0.5799292277
503	0.5799044891
504	0.5798827983
505	0.579856658
506	0.5798282599
507	0.5797964203
508	0.5797596086
509	0.5797298425
510	0.5797021879
511	0.5796734841
512	0.5796594001
513	0.5796384248
514	0.5796144525
515	0.5795889781
516	0.5795657457
517	0.579524753
518	0.5794863302
519	0.5794665604
520	0.5794499736
521	0.5794239893
522	0.5793992704
523	0.5793788194
524	0.5793485151
525	0.5793225344
526	0.5793090648
527	0.5792703152
528	0.5792507057
529	0.5792084912
530	0.5791930514
531	0.5791707005
532	0.5791346734
533	0.5791158665
534	0.5790884909
535	0.5790680552
536	0.5790371741
537	0.5790141486
538	0.5789892896
539	0.5789636652
540	0.5789256073
541	0.5789114502
542	0.5788709715
543	0.5788359043
544	0.5787971991
545	0.5787764863
546	0.5787435091
547	0.5787263166
548	0.5787014411
549	0.5786732328
550	0.5786460762
551	0.5786061276
552	0.57857124
553	0.5785436827
554	0.5785175982
555	0.5784814042
556	0.5784396141
557	0.5784160746
558	0.5783819723
559	0.578359233
560	0.5783230026
561	0.5783075024
562	0.5782776748
563	0.5782642128
564	0.5782507176
565	0.5782174981
566	0.5781921242
567	0.5781642837
568	0.5781542392
569	0.5781275981
570	0.5781125102
571	0.578093301
572	0.5780603064
573	0.5780440019
574	0.5780062476
575	0.5779786031
576	0.5779576301
577	0.5779207108
578	0.5778952721
579	0.5778707032
580	0.5778461108
581	0.5778265803
582	0.5777823182
583	0.5777603843
584	0.5777314784
585	0.5776984829
586	0.5776796576
587	0.5776659147
588	0.5776411843
589	0.5776165275
590	0.5775874466
591	0.5775528468
592	0.5775239363
593	0.5774984205
594	0.5774755325
595	0.5774501186
596	0.5774216211
597	0.5774018271
598	0.5773792121
599	0.5773625195
600	0.5773361116
601	0.577306965
602	0.577283232
603	0.5772628675
604	0.5772451179
605	0.5772187684
606	0.5771938675
607	0.5771714956
608	0.5771370307
609	0.5771044059
610	0.5770934108
611	0.5770580778
612	0.5770059687
613	0.5769644553
614	0.5769391152
615	0.5769242203
616	0.5769021742
617	0.5768693334
618	0.5768533137
619	0.5768411932
620	0.5768102101
621	0.576771574
622	0.5767305181
623	0.5766950317
624	0.5766750586
625	0.5766423967
626	0.5766144833
627	0.5765770651
628	0.5765586642
629	0.5765305224
630	0.5765005545
631	0.5764591368
632	0.5764115504
633	0.5763891531
634	0.5763605051
635	0.5763213224
636	0.5763032783
637	0.5762775887
638	0.5762272661
639	0.5762020414
640	0.5761865264
641	0.5761602502
642	0.5761302561
643	0.5761137621
644	0.5760894106
645	0.5760594525
646	0.5760250692
647	0.5760029589
648	0.5759874421
649	0.5759584797
650	0.5759388616
651	0.5759197281
652	0.5758911743
653	0.5758644363
654	0.5758378077
655	0.5758205299
656	0.5757975835
657	0.5757873428
658	0.5757620016
659	0.5757423999
660	0.5757187431
661	0.5756881337
662	0.575671878
663	0.5756550294
664	0.5756288917
665	0.5756048062
666	0.575568415
667	0.5755418625
668	0.575519745
669	0.5755113497
670	0.575493088
671	0.5754764867
672	0.5754466942
673	0.5754133579
674	0.5753901734
675	0.5753590464
676	0.5753355632
677	0.575311929
678	0.5752793771
679	0.5752671589
680	0.5752442919
681	0.5752230217
682	0.5751962277
683	0.5751696486
684	0.5751504275
685	0.5751341646
686	0.5751208696
687	0.5750887963
688	0.5750702464
689	0.575042825
690	0.575016226
691	0.5749962554
692	0.5749654927
693	0.5749458643
694	0.5749098819
695	0.5748920958
696	0.57485948
697	0.574831843
698	0.5748214835
699	0.5747597388
700	0.5747505561
701	0.5747243841
702	0.5746876876
703	0.5746690469
704	0.5746479162
705	0.5746076567
706	0.5746000696
707	0.5745908009
708	0.5745578394
709	0.5745332367
710	0.5745136191
711	0.574491079
712	0.5744366348
713	0.5744057273
714	0.574385356
715	0.5743649177
716	0.5743300733
717	0.5743095348
718	0.5742709159
719	0.5742508939
720	0.5742190502
721	0.5742058686
722	0.5741799347
723	0.5741346863
724	0.5740985592
725	0.5740644965
726	0.5740458
727	0.5740219476
728	0.5739916114
729	0.57397119
730	0.5739423535
731	0.5739205034
732	0.5738963155
733	0.5738773332
734	0.5738533566
735	0.5738258249
736	0.5737901305
737	0.5737622033
738	0.5737445085
739	0.5737206579
740	0.5736858575
741	0.5736546249
742	0.573642995
743	0.5736316962
744	0.5736051794
745	0.5735864117
746	0.5735712815
747	0.5735533645
748	0.5735420059
749	0.5735176508
750	0.5734966077
751	0.5734857615
752	0.5734560811
753	0.5734344085
754	0.5734043293
755	0.5733874881
756	0.5733681653
757	0.5733475303
758	0.5733306604
759	0.5733176747
760	0.5733047925
761	0.5732803627
762	0.5732493909
763	0.5732159331
764	0.573195388
765	0.5731783324
766	0.5731559808
767	0.5731424455
768	0.5731157782
769	0.5730856484
770	0.573063652
771	0.5730460436
772	0.5730035398
773	0.5729827463
774	0.5729660072
775	0.5729329176
776	0.5728917411
777	0.5728734193
778	0.5728462236
779	0.5728100704
780	0.5727975726
781	0.5727701012
782	0.5727598883
783	0.5727303737
784	0.5726979594
785	0.5726737415
786	0.572647081
787	0.5726140564
788	0.572581056
789	0.5725590266
790	0.5725387583
791	0.5725180473
792	0.5724984627
793	0.5724795949
794	0.5724553442
795	0.572429841
796	0.5724022232
797	0.5723744058
798	0.5723582426
799	0.5723375833
800	0.572301523
801	0.5722895542
802	0.5722533774
803	0.5722238189
804	0.5722047719
805	0.5721771294
806	0.5721541696
807	0.5721235396
808	0.5721129585
809	0.5720995301
810	0.5720728795
811	0.5720246075
812	0.5720143294
813	0.5719955278
814	0.5719793645
815	0.5719465954
816	0.5719314566
817	0.571898761
818	0.5718717692
819	0.5718586551
820	0.5718330901
821	0.5718071798
822	0.5717886125
823	0.571761896
824	0.5717509274
825	0.5717387098
826	0.5717224024
827	0.5717031721
828	0.5716819311
829	0.5716580815
830	0.5716294444
831	0.571612738
832	0.5715889433
833	0.5715567551
834	0.5715374228
835	0.571516466
836	0.5715029431
837	0.5714708695
838	0.5714458314
839	0.5714239017
840	0.5713863261
841	0.5713589463
842	0.5713358029
843	0.5713193238
844	0.5712754611
845	0.5712468463
846	0.5712261386
847	0.5712085953
848	0.5711943734
849	0.5711643776
850	0.5711394725
851	0.571111983
852	0.5710901321
853	0.5710665356
854	0.5710524952
855	0.5710226709
856	0.571003824
857	0.5709754234
858	0.5709503295
859	0.5709357212
860	0.5709192278
861	0.5709073767
862	0.5708820221
863	0.5708643862
864	0.5708295081
865	0.5708065886
866	0.5707814638
867	0.5707598183
868	0.5707458267
869	0.5707275873
870	0.5707113078
871	0.5706952592
872	0.5706792982
873	0.5706618369
874	0.5706496591
875	0.5706137182
876	0.5705816815
877	0.5705670549
878	0.5705491333
879	0.5705193979
880	0.5705054068
881	0.5704716577
882	0.5704461315
883	0.5704231689
884	0.570389892
885	0.5703809545
886	0.5703641679
887	0.5703277023
888	0.5703030503
889	0.5702562126
890	0.570227594
891	0.5702174915
892	0.5701922992
893	0.5701739835
894	0.5701514828
895	0.5701430238
896	0.5701134875
897	0.5700976379
898	0.5700878363
899	0.570065061
900	0.5700452896
901	0.5700245608
902	0.5699997581
903	0.5699739819
904	0.5699609564
905	0.569937938
906	0.569924729
907	0.5699017636
908	0.5698750187
909	0.5698536567
910	0.5698444372
911	0.5698205848
912	0.5698008049
913	0.5697832067
914	0.5697487462
915	0.569729863
916	0.5697079993
917	0.5696943284
918	0.5696666786
919	0.5696542473
920	0.5696314842
921	0.5696218048
922	0.5696094699
923	0.5695954354
924	0.5695643418
925	0.5695219226
926	0.5695025448
927	0.5694700041
928	0.5694532332
929	0.5694245988
930	0.5694002817
931	0.569375755
932	0.5693524741
933	0.5693249115
934	0.5693177689
935	0.5693020747
936	0.5692767478
937	0.5692556245
938	0.5692240769
939	0.5692030368
940	0.5691964149
941	0.5691849172
942	0.5691705244
943	0.5691466969
944	0.5691161819
945	0.5691005059
946	0.5690866971
947	0.5690706223
948	0.5690505138
949	0.5690215932
950	0.5689983762
951	0.5689609708
952	0.5689370637
953	0.568906472
954	0.5688750047
955	0.5688469746
956	0.5688231355
957	0.5688103455
958	0.5687948727
959	0.5687646691
960	0.5687482624
961	0.5687144775
962	0.5687023932
963	0.568686075
964	0.5686740951
965	0.5686512519
966	0.568635192
967	0.5686211904
968	0.5686032319
969	0.568582201
970	0.5685569345
971	0.5685319899
972	0.5685128364
973	0.5684895348
974	0.5684765604
975	0.5684304678
976	0.568403198
977	0.5683852397
978	0.5683579637
979	0.5683488797
980	0.568327753
981	0.5683009164
982	0.5682828722
983	0.5682482434
984	0.568237791
985	0.5682150417
986	0.5681800968
987	0.5681572386
988	0.5681420965
989	0.5681189898
990	0.5681134292
991	0.5680987058
992	0.5680857598
993	0.568057573
994	0.5680501974
995	0.5680204295
996	0.567995583
997	0.5679824901
998	0.5679496509
999	0.5679348334
